Instance_Name,Index,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace,alpha,beta,gamma,delta
rc101_1,20,10,2,100315,315,0,100000,239,2,1000,0.00032591819763183594,[100315],0.49634430333171337,0.46511151545877183,-0.028858163883615506,-0.48825280438649055
rc101_1,21,10,2,100268,268,0,100000,163,2,1000,0.0003662109375,[100268],1.4957806481216898,-0.47036590572147374,0.1774472003648978,2.685296056793689
rc101_1,22,10,2,100314,314,0,100000,226,2,1000,0.0002884864807128906,[100314],0.34707958598410316,-1.1582895611957968,-1.5297795206547369,-0.6242055678994765
rc101_1,23,10,2,100461,461,0,100000,233,2,1000,0.0003230571746826172,[100461],-1.533185826244035,-2.658935857217481,1.2214313505785073,1.060558308337783
rc101_1,24,10,2,100290,290,0,100000,202,2,1000,0.00028824806213378906,[100290],1.4059846955755075,-2.3619904964092333,-0.080510336930111,1.332047423335567
rc101_1,25,10,2,100305,305,0,100000,210,2,1000,0.00029730796813964844,[100305],0.08880945502535309,-0.23491992091064656,0.7897102893411554,0.004621676702057764
rc101_1,26,10,2,100286,286,0,100000,191,2,1000,0.00029015541076660156,[100286],1.5906122743448845,-1.0317119574377565,-0.569947075390029,1.387786956457105
rc101_1,27,10,2,100311,311,0,100000,235,2,1000,0.0003285408020019531,[100311],0.010613702670871694,-0.3110174548095328,0.9803284128262151,0.9932013928468559
rc101_1,28,10,2,100300,300,0,100000,224,2,1000,0.0003190040588378906,[100300],0.40480155006392166,-0.7281354562224268,1.0348745039663134,0.547031287490235
rc101_1,29,10,2,200457,457,0,200000,202,3,1000,0.0003802776336669922,[200457],-0.2608133902349914,0.37490545023467836,-0.9297411776572737,1.7353599430501525
rc101_1,30,10,2,100302,302,0,100000,207,2,1000,0.0003523826599121094,[100302],0.3186408275866439,-0.557414460085656,-2.3003768649822156,0.1594732156530298
rc101_1,31,10,2,100313,313,0,100000,237,2,1000,0.00033092498779296875,[100313],0.2860037688497654,0.33864087710548596,-0.7771089450777326,1.1836668867411433
rc101_1,32,10,2,100272,272,0,100000,234,2,1000,0.0002875328063964844,[100272],0.034235052235456476,-0.32677001381845394,0.024014513517950697,0.7066298569724557
rc101_1,33,10,2,100316,316,0,100000,240,2,1000,0.00032591819763183594,[100316],0.15460873748034082,-0.17949374102309834,0.21319710741732745,-0.524068243582904
rc101_1,34,10,2,100305,305,0,100000,217,2,1000,0.0002951622009277344,[100305],1.4161477704537782,0.3823374498435812,-0.704613774724665,0.5730488675235567
rc101_1,35,10,2,100264,264,0,100000,226,2,1000,0.00028395652770996094,[100264],0.3637039359574361,0.505019967423928,-2.3768754326199835,-1.847181660155651
rc101_1,36,10,2,100316,316,0,100000,240,2,1000,0.0003294944763183594,[100316],0.32368351157518954,-1.0436109358848826,-2.8710369145748666,1.0387901477876742
rc101_1,37,10,2,200530,530,0,200000,215,3,1000,0.0004706382751464844,[200530],-0.022456716694835732,0.007517169191399553,0.06413216064069771,0.7417022692909427
rc101_1,38,10,2,100471,471,0,100000,239,2,1000,0.0003151893615722656,[100471],-1.2011664624432778,-0.6450409348093717,1.3170548929316697,2.198789548153016
rc101_1,39,10,2,100418,418,0,100000,224,2,1000,0.0003509521484375,[100418],-1.0586747525947255,-1.609548943042753,-0.4874163012563694,0.651723915778102
rc101_1,40,10,2,100261,261,0,100000,156,2,1000,0.00036835670471191406,[100261],0.8133218065930954,-1.4425382820199735,-2.571847066604197,-0.06856204426815149
rc101_1,41,10,2,100458,458,0,100000,238,2,1000,0.0003235340118408203,[100458],-0.599693911466064,-2.8163546187001907,-1.5038132278184264,1.3993391005194127
rc101_1,42,10,2,100316,316,0,100000,240,2,1000,0.00033020973205566406,[100316],1.743998581787465,-0.844368113568722,-0.757207351700401,-0.6351379485584883
rc101_1,43,10,2,100300,300,0,100000,224,2,1000,0.0003311634063720703,[100300],2.7141364788024767,-0.9244593757229935,-0.47657446639154283,-0.2807528718488673
rc101_1,44,10,2,200454,454,0,200000,213,3,1000,0.0004596710205078125,[200454],-0.5299680353168279,0.8427336850957858,-0.911222282422576,1.3001340902695757
rc101_1,45,10,2,100300,300,0,100000,224,2,1000,0.0003228187561035156,[100300],0.9055149809115748,-2.2813299791733526,0.13517195098386503,0.6553347314086746
rc101_1,46,10,2,100316,316,0,100000,240,2,1000,0.00033354759216308594,[100316],1.822394768100567,-0.14132139795197352,0.3114001417623271,1.858975237317826
rc101_1,47,10,2,100245,245,0,100000,207,2,1000,0.0002913475036621094,[100245],1.1687970508276129,-0.12758909191302958,-0.821979863887536,0.6329453171121889
rc101_1,48,10,2,100311,311,0,100000,235,2,1000,0.0003304481506347656,[100311],1.9103498164953359,-1.2376737900434995,-0.996423204539492,1.5063356833251984
rc101_1,49,10,2,100304,304,0,100000,228,2,1000,0.0003352165222167969,[100304],1.0449472161298015,0.3020670820398754,-1.9255181845198144,-0.5079269221732692
pr8_1,0,30,2,102750,2750,0,100000,1943,2,3000,0.0012640953063964844,[102750],0.6856054577833987,0.017115996985828108,-0.2300531744439948,-0.45804084931444866
pr8_1,1,30,2,307034,7034,0,300000,1913,4,3000,0.0012192726135253906,[307034],-1.7934246160787892,-0.7233199579685166,-2.1810513462832066,-1.1089041923779757
pr8_1,2,30,2,102551,2551,0,100000,1931,2,3000,0.0008823871612548828,[102551],0.8904928759857782,0.039028317780376076,-2.4653858547291803,1.5211773632160819
