Instance_Name,Index,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace,alpha,beta,gamma,delta
pr8_1,3,30,2,102650,2650,0,100000,1920,2,3000,0.0009293556213378906,[102650],1.1624005302788727,-0.31516209776097803,0.24517044110850494,1.5742613026527024
pr8_1,4,30,2,102730,2730,0,100000,1972,2,3000,0.000904083251953125,[102730],0.9998630098056747,0.5733630186416061,-0.45900262628007404,0.32257755694964096
pr8_1,5,30,2,102440,2440,0,100000,1931,2,3000,0.0009129047393798828,[102440],0.5765748867368474,-1.140101004622945,0.42963132629830425,0.5164890291633134
pr8_1,6,30,2,102714,2714,0,100000,1964,2,3000,0.0009284019470214844,[102714],1.0964996228285901,0.06212453063100265,-1.1775699638000556,0.12799590299556696
pr8_1,7,30,2,102751,2751,0,100000,1837,2,3000,0.0009164810180664062,[102751],0.9121806691603584,-0.5538411530877033,-2.550152268971058,-0.6401007593606856
pr8_1,8,30,2,102699,2699,0,100000,1991,2,3000,0.0008904933929443359,[102699],0.7915854174726488,0.3632324540338904,0.21178853641351392,0.8197046767259568
pr8_1,9,30,2,102638,2638,0,100000,1982,2,3000,0.0009100437164306641,[102638],0.29214305678083174,-0.40437634795793925,-0.31369175128780996,0.34685298347595056
pr8_1,10,30,2,102803,2803,0,100000,1966,2,3000,0.0009419918060302734,[102803],0.0627751751735387,-1.153591644514932,-0.9805967113631091,1.0469040416296218
pr8_1,11,30,2,102560,2560,0,100000,1999,2,3000,0.0009427070617675781,[102560],0.42036280267886306,-1.1102609926357454,1.089962942453515,-0.348189494535482
pr8_1,12,30,2,102667,2667,0,100000,1997,2,3000,0.0008807182312011719,[102667],0.47101894806980443,0.7342504382754262,-1.6145653820251158,-0.5378628946835713
pr8_1,13,30,2,102765,2765,0,100000,1994,2,3000,0.0008904933929443359,[102765],0.1794832327705732,-0.9847265165725348,0.8664326749321503,0.22354964927535476
pr8_1,14,30,2,102683,2683,0,100000,1989,2,3000,0.0009000301361083984,[102683],3.4439072137813826,-0.49608930168272813,0.28606429189532245,-1.152424290912296
pr8_1,15,30,2,102842,2842,0,100000,1825,2,3000,0.0009627342224121094,[102842],0.8779624829990725,-1.151413036118901,-1.2268069557863495,-0.9820121540611584
pr8_1,16,30,2,102588,2588,0,100000,1974,2,3000,0.0008714199066162109,[102588],0.0710374951873769,-1.4457711321693187,-0.30259362325806244,-0.33145862089881506
pr8_1,17,30,2,102474,2474,0,100000,1987,2,3000,0.0008955001831054688,[102474],1.879156940840337,2.0926330138507807,-1.8658184413933592,0.0911353110012999
pr8_1,18,30,2,102580,2580,0,100000,1935,2,3000,0.0009179115295410156,[102580],0.8618975120516269,-0.8429065469841113,-0.9860473796633906,0.19164371449259926
pr8_1,19,30,2,102720,2720,0,100000,1976,2,3000,0.0009365081787109375,[102720],2.1491940174657738,-0.5200728618328748,-1.3090985448883767,0.1535680166735388
pr8_1,20,30,2,102346,2346,0,100000,1995,2,3000,0.0009033679962158203,[102346],2.5202269320630615,-2.3383858989580593,-1.2051005619296546,-1.0880491227713818
pr8_1,21,30,2,102449,2449,0,100000,1946,2,3000,0.0009415149688720703,[102449],0.7718690570166821,0.6295645321432075,-1.405261891355444,1.1553292501331895
pr8_1,22,30,2,102697,2697,0,100000,1833,2,3000,0.0008957386016845703,[102697],2.1491553150314253,0.14749771347258844,0.8702252689760464,0.32293986599322444
pr8_1,23,30,2,102811,2811,0,100000,1971,2,3000,0.000957489013671875,[102811],2.2623240883389313,0.009504375544503008,-1.3792556686804396,1.1105394811671823
pr8_1,24,30,2,102706,2706,0,100000,1910,2,3000,0.0009615421295166016,[102706],1.4887757930760634,0.01641234646968237,-0.05251699506438573,-1.0190071105842067
pr8_1,25,30,2,102509,2509,0,100000,1874,2,3000,0.0009365081787109375,[102509],1.2745702423169067,0.13343530081576715,-2.475807883196775,-0.056856740348862345
pr8_1,26,30,2,102411,2411,0,100000,1996,2,3000,0.0009005069732666016,[102411],1.0837272377193437,-1.087991429363059,-1.0731536341613301,0.24186631117995838
pr8_1,27,30,2,102546,2546,0,100000,1949,2,3000,0.0008838176727294922,[102546],0.6166240803307167,-1.1515824355038324,-0.9992546231165789,-1.124739181657492
pr8_1,28,30,2,102662,2662,0,100000,1940,2,3000,0.0008993148803710938,[102662],1.5320355475555267,-0.08410976997409658,0.05860006214067581,0.19319242991307056
pr8_1,29,30,2,102718,2718,0,100000,1937,2,3000,0.0009369850158691406,[102718],0.5157848905664986,-0.4236411522552581,-0.6310061936989997,1.0533650688251077
pr8_1,30,30,2,102538,2538,0,100000,1955,2,3000,0.0009403228759765625,[102538],0.12240370641289133,-0.7196361736747505,-2.6367621509337447,1.20256757520707
pr8_1,31,30,2,102786,2786,0,100000,1893,2,3000,0.000972747802734375,[102786],1.304650639324094,-0.8672985694116541,-0.6637240436551559,0.3867360699813437
pr8_1,32,30,2,102506,2506,0,100000,1992,2,3000,0.0008959770202636719,[102506],0.06209305769880635,-0.4903994260820547,0.2900464992885503,-0.7445699386758282
pr8_1,33,30,2,102775,2775,0,100000,1930,2,3000,0.0009360313415527344,[102775],1.3072425103432486,0.26183956525312213,0.38840014856519844,2.613590847852083
pr8_1,34,30,2,102571,2571,0,100000,1880,2,3000,0.0009179115295410156,[102571],1.5014940878771004,-0.7018811054784867,-0.15000795631702452,1.298476421972597
pr8_1,35,30,2,102669,2669,0,100000,1941,2,3000,0.0009043216705322266,[102669],0.6178863762721523,0.1121394119259822,-2.889855839529782,0.7870329856879942
pr8_1,36,30,2,102552,2552,0,100000,1911,2,3000,0.0009138584136962891,[102552],0.8511703216508274,-0.16934408284404018,-0.08934040698217754,-0.45768576520230997
pr8_1,37,30,2,307109,7109,0,300000,1960,4,3000,0.0011632442474365234,[307109],-0.11806314751609237,-2.001983964317355,0.03840266794789482,-0.4873983006836067
pr8_1,38,30,2,307213,7213,0,300000,1921,4,3000,0.001180410385131836,[307213],-0.07393773809651238,-2.2737141559488303,-2.9006264744715033,1.3802787359946709
pr8_1,39,30,2,102634,2634,0,100000,1982,2,3000,0.0009045600891113281,[102634],3.09214405169375,-0.13098085992826997,-0.9766066907335917,1.828067960059406
pr8_1,40,30,2,102683,2683,0,100000,1998,2,3000,0.0008974075317382812,[102683],2.6153813905212293,-1.2774222368244295,-0.5167832640074624,-1.8789679633013767
pr8_1,41,30,2,102446,2446,0,100000,1923,2,3000,0.0009388923645019531,[102446],2.962864347625001,-2.000320772979074,-0.3367336184067077,1.5812091037453697
pr8_1,42,30,2,102467,2467,0,100000,1906,2,3000,0.0009284019470214844,[102467],0.514650536388156,-2.7558461052527394,-2.504538967091029,1.503299573558667
pr8_1,43,30,2,102645,2645,0,100000,1982,2,3000,0.0012862682342529297,[102645],0.7809470326362464,-0.4355925186529626,1.3050235078705297,-0.03917516825896661
pr8_1,44,30,2,102492,2492,0,100000,1931,2,3000,0.0009579658508300781,[102492],1.212784329080254,-1.2972772564292996,-0.3886769681146276,0.039101487514488054
pr8_1,45,30,2,307077,7077,0,300000,1904,4,3000,0.00119781494140625,[307077],-0.37920839194136835,-1.1329536400514952,-0.9864275634828742,1.3007776456129578
pr8_1,46,30,2,102817,2817,0,100000,1831,2,3000,0.0009951591491699219,[102817],0.8320665392072657,-2.5708187696144216,-0.8035237306409568,-2.3822410351393533
pr8_1,47,30,2,102758,2758,0,100000,1997,2,3000,0.0009262561798095703,[102758],0.13825660471348988,-0.2621269010193308,-1.2411601679099609,0.39187780809642786
pr8_1,48,30,2,102772,2772,0,100000,1876,2,3000,0.0009644031524658203,[102772],1.9482688188598472,-0.3912054955828006,-0.8707011960217732,1.6072155013598957
pr8_1,49,30,2,102742,2742,0,100000,1996,2,3000,0.0009021759033203125,[102742],0.6740327486726793,0.6911991155789279,0.06412310168967283,2.5580845663201557
eil51_1,0,50,1,100670,487,183,100000,348,2,594,0.001421213150024414,[100670],1.4784115047543736,1.123157246736615,-0.020258486498101247,0.011752105531899648
eil51_1,1,50,1,100678,484,194,100000,350,2,583,0.0011167526245117188,[100678],0.46648697612202095,0.48359460164074686,-2.381795257805547,2.3846649356636194
eil51_1,2,50,1,100684,491,193,100000,349,2,584,0.0011396408081054688,[100684],0.896105630475082,-0.6890292215371199,-0.5823409655298285,1.185831632792365
eil51_1,3,50,1,100617,433,184,100000,337,2,593,0.0011599063873291016,[100617],1.5444984180945518,-1.2815821538159757,0.1620517867840917,-0.2431682510078994
eil51_1,4,50,1,100647,458,189,100000,337,2,588,0.0013153553009033203,[100647],1.0204927385842557,0.5632197296711421,-0.08866711280388162,0.41122245310141947
eil51_1,5,50,1,200898,722,176,200000,329,3,601,0.001810312271118164,[200898],0.4145326488542185,-0.11166489246568534,1.079916480879822,0.7569122910228316
eil51_1,6,50,1,530,341,189,0,341,1,588,0.0009262561798095703,[530],2.773203276910776,-1.7582405830127805,-1.7242304368348327,-0.010124680496298444
eil51_1,7,50,1,100600,410,190,100000,347,2,587,0.001226663589477539,[100600],2.174123652367089,-0.3438960702306818,0.8057336918849547,0.9957959942077392
eil51_1,8,50,1,100700,506,194,100000,327,2,583,0.001245260238647461,[100700],0.5706072068757615,-1.2075532872281467,-1.5772949338773778,1.1727121904844973
eil51_1,9,50,1,100630,441,189,100000,342,2,588,0.0010352134704589844,[100630],1.6621622029391194,-1.6854993355612877,-0.5429455933960898,0.7117501489942557
eil51_1,10,50,1,100722,530,192,100000,350,2,585,0.0013418197631835938,[100722],0.3960027440438153,0.14219701663092832,0.13889885114940337,-0.705921480023201
eil51_1,11,50,1,100657,463,194,100000,340,2,583,0.0011074542999267578,[100657],0.3702681503767963,-0.6466300044271686,-0.2514885757576444,-1.224685688711873
eil51_1,12,50,1,100594,408,186,100000,336,2,591,0.0011360645294189453,[100594],0.9816296857523146,-0.36038188212912325,-0.0691716864067311,0.7270959867437456
eil51_1,13,50,1,100630,442,188,100000,337,2,589,0.001066446304321289,[100630],1.106098463923176,1.1881202839337461,-3.3219774235889306,-0.24949455720431413
eil51_1,14,50,1,100651,457,194,100000,347,2,583,0.001054525375366211,[100651],0.7545411218544722,-0.5398051128476323,-1.8470507827611655,0.4340791065553168
eil51_1,15,50,1,100674,495,179,100000,348,2,598,0.0012884140014648438,[100674],0.5550213508621412,1.2482413598222812,-0.9795664623085657,0.579428363460881
eil51_1,16,50,1,100649,455,194,100000,332,2,583,0.0010955333709716797,[100649],0.6668707176787614,-0.9983783488528845,-0.7557191978476638,1.7816514112009312
eil51_1,17,50,1,100770,581,189,100000,333,2,588,0.0012340545654296875,[100770],0.3511178096127559,-0.3901956811397923,-1.301579440147575,1.3661225403470474
eil51_1,18,50,1,100663,469,194,100000,346,2,583,0.0010304450988769531,[100663],0.9291169252235325,-0.9070718915786544,-1.3805935912893132,0.34059620501040566
eil51_1,19,50,1,100549,362,187,100000,336,2,590,0.001130819320678711,[100549],1.238345122077626,-1.357651860234825,0.5352572099479123,0.5758086795386896
eil51_1,20,50,1,200873,684,189,200000,342,3,588,0.0012936592102050781,[200873],0.03637148207473312,-1.287265254489959,0.8029425177081735,0.3721046225272048
eil51_1,21,50,1,100594,403,191,100000,332,2,586,0.0010538101196289062,[100594],2.1246963667487284,-0.7992559605907787,-1.100342605515388,-0.6081018254000428
eil51_1,22,50,1,100823,645,178,100000,350,2,599,0.001832723617553711,[100823],0.19617422955760178,-0.3263730443594691,0.6994579043394886,-0.6373776567959846
eil51_1,23,50,1,100646,452,194,100000,348,2,583,0.0010309219360351562,[100646],0.8313084978380134,-0.04118619977860466,-2.5304327346630267,-0.36463202043849086
eil51_1,24,50,1,100609,422,187,100000,341,2,590,0.0011239051818847656,[100609],1.2135189664633812,0.41388203820487746,-0.5247412694962732,0.1674347072466606
eil51_1,25,50,1,100601,411,190,100000,344,2,587,0.0010828971862792969,[100601],1.9515997108599628,-0.9838514672966161,-0.16981614875266787,1.8428851342602532
eil51_1,26,50,1,100756,585,171,100000,336,2,606,0.00144195556640625,[100756],0.5094082889000469,0.9554900867478267,-0.356083129824583,-0.6755938103941725
eil51_1,27,50,1,100661,473,188,100000,346,2,589,0.0011477470397949219,[100661],1.8928909732624744,-1.2475618643036626,-0.8285327592822791,-0.22069444940689242
eil51_1,28,50,1,100603,419,184,100000,341,2,593,0.001146078109741211,[100603],0.9486778481464808,0.21320050727732287,-0.0414368201976833,2.6303408817346865
eil51_1,29,50,1,100609,425,184,100000,350,2,593,0.0011599063873291016,[100609],1.832957336824736,-0.5664547417363462,0.813496183520175,0.30724741681354206
eil51_1,30,50,1,100691,497,194,100000,336,2,583,0.0011734962463378906,[100691],0.6079120966858232,-2.928790999669162,-0.5759062748812147,-1.2342193265759216
eil51_1,31,50,1,100624,438,186,100000,345,2,591,0.0011022090911865234,[100624],1.0932440082293602,-0.12553245067541996,-1.0461873076500177,0.004141809849607936
eil51_1,32,50,1,100667,476,191,100000,342,2,586,0.0011096000671386719,[100667],0.7921216047146737,0.2945845124575459,-1.5830985419485526,-0.24259737420601934
eil51_1,33,50,1,100582,402,180,100000,337,2,597,0.0010905265808105469,[100582],1.2084268854362592,0.06652774758792601,-0.7172231716368986,0.7868656221937205
eil51_1,34,50,1,100824,636,188,100000,348,2,589,0.0011227130889892578,[100824],0.11661637319302165,-1.8455183820638281,0.9530743854125916,1.094584076547247
eil51_1,35,50,1,100761,573,188,100000,312,2,589,0.0012254714965820312,[100761],0.22898830785630392,-1.6849138004908035,0.2197740672545092,-0.7968913701639231
eil51_1,36,50,1,201115,928,187,200000,318,3,590,0.0013210773468017578,[201115],0.036255009623599066,-1.1542592115563681,-1.611414176414031,-0.6101902280061604
eil51_1,37,50,1,100663,476,187,100000,341,2,590,0.0010271072387695312,[100663],0.7591993922066358,-0.559195103378892,-0.9433644192277777,0.647239796002677
eil51_1,38,50,1,100690,500,190,100000,323,2,587,0.001123666763305664,[100690],0.9659556393461833,-0.4511937747644769,-1.6361584995025513,1.3447310324817687
eil51_1,39,50,1,100574,384,190,100000,333,2,587,0.0010914802551269531,[100574],2.120676453812929,-1.0591644857770082,-0.3970380696140603,1.2471829349466894
eil51_1,40,50,1,100663,469,194,100000,341,2,583,0.001087188720703125,[100663],0.8492573341492089,-2.485389240877909,-0.09892825816911954,0.5881969580478776
eil51_1,41,50,1,100732,541,191,100000,333,2,586,0.0014972686767578125,[100732],0.6909004660083691,0.4249141674768059,0.38674271320419484,0.19661002756288493
eil51_1,42,50,1,100676,491,185,100000,342,2,592,0.0011489391326904297,[100676],0.9176619193000539,-1.2012999057700087,-0.79089489899851,0.9738865263052594
eil51_1,43,50,1,100564,375,189,100000,349,2,588,0.0010859966278076172,[100564],1.2866935821057526,0.10105564430573455,-0.6971254976491464,1.3889703105579243
eil51_1,44,50,1,100690,500,190,100000,332,2,587,0.001226186752319336,[100690],0.504084698599646,-1.2027601900932754,-0.9904772198683751,0.7792376348853929
eil51_1,45,50,1,100742,554,188,100000,331,2,589,0.0011153221130371094,[100742],0.09026460014702631,0.16785123490764586,-1.0625360937424304,-0.34476103067926755
eil51_1,46,50,1,100676,482,194,100000,347,2,583,0.0011358261108398438,[100676],0.2826250685411965,-0.23369292920358248,-0.7683635782197035,1.2629000709337914
eil51_1,47,50,1,100588,401,187,100000,333,2,590,0.0010972023010253906,[100588],0.9158220299911722,-0.20102638067920064,-0.8802718412911821,-0.8326283835055384
eil51_1,48,50,1,100600,420,180,100000,349,2,597,0.0010075569152832031,[100600],1.8493019239323742,-0.40777907705331407,-0.5596532522030496,0.37257144000728515
eil51_1,49,50,1,100697,510,187,100000,330,2,590,0.0013885498046875,[100697],1.082021768524722,0.27146661143031703,0.3962329008407556,1.8034328991828736
berlin51_1,0,51,10,1213213,13213,0,1200000,1110,13,5100,0.002315521240234375,[1213213],1.6473236518680554,0.003022543323635829,0.7059652564744674,-0.8926341201233232
berlin51_1,1,51,10,1313606,13606,0,1300000,1147,14,5100,0.0025424957275390625,[1313606],0.4375344979733882,0.9598004310320885,0.7391677543423794,0.015722115716986507
berlin51_1,2,51,10,1313639,13639,0,1300000,1147,14,5100,0.0023322105407714844,[1313639],1.9080394888123666,-0.42137653107784456,-0.27139605936114036,0.5702344555182679
berlin51_1,3,51,10,1112027,12027,0,1100000,1146,12,5100,0.002264738082885742,[1112027],0.1166472868585065,-1.2988185186034222,0.5478248788676843,1.4026264285453918
berlin51_1,4,51,10,1111613,11613,0,1100000,1140,12,5100,0.002138853073120117,[1111613],1.33533714691508,-1.8891010347742534,-0.7795648147636836,-0.8697736688915807
berlin51_1,5,51,10,1716177,16177,0,1700000,1141,18,5100,1.3445603847503662,[1716177],2.0942342351148784,-1.8748077774174845,-0.7369717197469885,0.41468031662626104
berlin51_1,6,51,10,1313038,13038,0,1300000,1093,14,5100,0.23151445388793945,[1313038],1.2669713350311071,-1.6069313834195365,0.23743724494333107,-0.13517538068368495
berlin51_1,7,51,10,1314415,14415,0,1300000,1148,14,5100,0.004993438720703125,[1314415],1.732137378206456,-0.897866838500581,-2.9336948935411558,-0.007360355335371271
berlin51_1,8,51,10,1514868,14868,0,1500000,1137,16,5100,0.0025501251220703125,[1514868],0.20729433390424362,-0.6492766734018648,0.38686477000634467,-0.9726031712299112
berlin51_1,9,51,10,1414114,14114,0,1400000,1140,15,5100,0.002560853958129883,[1414114],1.3848646892068184,-1.2773108747254507,-0.7258256362359625,0.5096797881056223
berlin51_1,10,51,10,1313774,13774,0,1300000,1120,14,5100,0.00243377685546875,[1313774],0.6800147501393244,-0.3760941185242299,-0.18228133223374493,0.7806247547560344
berlin51_1,11,51,10,1414816,14816,0,1400000,1141,15,5100,0.006076335906982422,[1414816],0.7377400635275143,0.7488274858229158,-0.6831712954387907,0.47848080986846386
berlin51_1,12,51,10,1414455,14455,0,1400000,1144,15,5100,0.012799263000488281,[1414455],0.6898141262820904,-0.005318116659511263,-0.12391481447406005,-1.116551020477662
berlin51_1,13,51,10,1212627,12627,0,1200000,1140,13,5100,0.0026595592498779297,[1212627],1.5100547369183746,1.3259510416508862,-0.2611864910436197,1.5208711969046096
berlin51_1,14,51,10,1514823,14823,0,1500000,1140,16,5100,0.059671640396118164,[1514823],0.11135880112825108,-1.1132965566746074,-0.011174787958296017,0.8807668101578854
berlin51_1,15,51,10,1415170,15170,0,1400000,1125,15,5100,0.002490520477294922,[1415170],1.8700806992060925,0.004611111935147516,-1.916533849044386,-0.18207487465895233
berlin51_1,16,51,10,1514694,14694,0,1500000,1134,16,5100,1.1038222312927246,[1514694],0.21720170063314032,1.3700734652010695,-1.1934531160631896,-0.03658435943109151
berlin51_1,17,51,10,1313875,13875,0,1300000,1147,14,5100,0.002448558807373047,[1313875],2.2009941261115804,-0.2755479691364151,0.21761896702078487,0.5894050678307874
berlin51_1,18,51,10,1414249,14249,0,1400000,1120,15,5100,0.002984762191772461,[1414249],0.08780873867185812,-0.12482406348471115,0.27686460546448677,0.36116319554951226
berlin51_1,19,51,10,1212631,12631,0,1200000,1144,13,5100,0.002186298370361328,[1212631],0.7798941284937461,0.47000895598974946,0.2581487118097502,-1.360472881446233
berlin51_1,20,51,10,1413742,13742,0,1400000,1146,15,5100,0.002725362777709961,[1413742],1.6346681074727023,0.9096076607782215,-1.8423159529105964,1.5202752429582977
berlin51_1,21,51,10,1413915,13915,0,1400000,1131,15,5100,0.3585343360900879,[1413915],0.1507227426883978,-0.5151211841491815,-1.2018736916216488,1.05583989349547
berlin51_1,22,51,10,1312996,12996,0,1300000,1135,14,5100,0.0024585723876953125,[1312996],1.3354632128841284,-0.525947834418307,-2.4030952537161827,0.8824181587767479
berlin51_1,23,51,10,1313445,13445,0,1300000,1147,14,5100,0.07356691360473633,[1313445],1.9667382140476897,-0.5581858440495067,-1.0183875454093563,2.025602239198224
berlin51_1,24,51,10,1514771,14771,0,1500000,1144,16,5100,0.0069179534912109375,[1514771],0.5600563506790452,0.9412793022663468,-0.44801064474260555,0.06080427817360351
berlin51_1,25,51,10,1313667,13667,0,1300000,1147,14,5100,0.008832454681396484,[1313667],1.136126512130439,-2.1432643792758475,-0.4244382486215695,-1.274486633600351
berlin51_1,26,51,10,1414294,14294,0,1400000,1137,15,5100,0.011928558349609375,[1414294],0.449406598789977,0.27666301633330515,-0.7313149634408554,-0.44682302281064756
berlin51_1,27,51,10,1413884,13884,0,1400000,1141,15,5100,0.015340328216552734,[1413884],2.512424145875683,-0.7769185187476898,-1.163748537577915,0.31374578566975225
berlin51_1,28,51,10,1313919,13919,0,1300000,1140,14,5100,0.002317667007446289,[1313919],1.0848900099349668,-1.2829324780854674,1.8274394090120705,0.42454837144505775
berlin51_1,29,51,10,1313845,13845,0,1300000,1144,14,5100,0.009534835815429688,[1313845],0.05660142445048849,-0.9902760282023155,0.13517458307684294,1.589800167259994
berlin51_1,30,51,10,1514350,14350,0,1500000,1140,16,5100,0.003259420394897461,[1514350],1.1417250333492661,-0.922895879740276,0.26688418145358905,-1.2096010991099588
berlin51_1,31,51,10,1313536,13536,0,1300000,1147,14,5100,0.0022840499877929688,[1313536],0.6690354779040395,-0.4707272491402463,0.42099936934513804,-1.0791547188266783
berlin51_1,32,51,10,1212511,12511,0,1200000,1112,13,5100,0.002314329147338867,[1212511],1.3137197951596846,-2.4823336287237914,-1.1105036858993653,0.2101002807177731
berlin51_1,33,51,10,1514241,14241,0,1500000,1147,16,5100,0.017978906631469727,[1514241],1.4591049959337667,0.07819863184132791,0.766319201378092,-0.49633022574685115
berlin51_1,34,51,10,1514826,14826,0,1500000,1147,16,5100,0.0399022102355957,[1514826],1.4103003605183635,-1.0921902437318305,-0.5333368429200136,1.447688766313211
berlin51_1,35,51,10,1213457,13457,0,1200000,1145,13,5100,0.002274036407470703,[1213457],0.39536433978480123,-0.5318724610111649,-1.7862058410658581,0.5470982806071036
berlin51_1,36,51,10,1614479,14479,0,1600000,1124,17,5100,0.05601668357849121,[1614479],1.5958392065674645,-0.04176235592973482,0.2838461359760148,-0.6336963566210163
berlin51_1,37,51,10,1414342,14342,0,1400000,1144,15,5100,0.005068302154541016,[1414342],2.2512506695955965,1.2251281979947213,-1.0754252437553942,0.4391990429320122
berlin51_1,38,51,10,1414146,14146,0,1400000,1132,15,5100,0.009657621383666992,[1414146],0.7584586206141681,-0.7068815485147242,-0.1382289894210556,0.9901090962012074
berlin51_1,39,51,10,1213098,13098,0,1200000,1095,13,5100,0.0039136409759521484,[1213098],0.13209628843641574,0.26808901972760146,0.41946857041964325,-1.1958845829023566
berlin51_1,40,51,10,1414402,14402,0,1400000,1140,15,5100,0.002634763717651367,[1414402],0.9900935468082777,-0.8287465646271839,0.7661794384677358,0.7751992929595957
berlin51_1,41,51,10,1314103,14103,0,1300000,1140,14,5100,0.002513885498046875,[1314103],2.296488227262532,-0.6380169539565741,0.39809196051062123,-1.5301497323635003
berlin51_1,42,51,10,1514572,14572,0,1500000,1140,16,5100,0.007623910903930664,[1514572],0.2165790690558561,-1.6927064012371873,-0.6194159053551034,-1.0381718529269315
berlin51_1,43,51,10,1514996,14996,0,1500000,1147,16,5100,0.0032486915588378906,[1514996],0.6134082802294293,-0.013485613385399609,0.5351085609942099,0.9684863942598214
berlin51_1,44,51,10,1313357,13357,0,1300000,1095,14,5100,0.002332448959350586,[1313357],0.32967472891774974,0.2560961595432394,-1.1824444064152464,1.497981752194105
berlin51_1,45,51,10,1514726,14726,0,1500000,1136,16,5100,0.003231525421142578,[1514726],2.0198900997974656,-0.05226667501906401,0.6409733919115059,1.977672596023317
berlin51_1,46,51,10,1313167,13167,0,1300000,1120,14,5100,0.002717733383178711,[1313167],1.0458013123330356,-1.3961500522389103,-0.7313198778112167,-1.4150323001870801
berlin51_1,47,51,10,1414185,14185,0,1400000,1097,15,5100,0.7187573909759521,[1414185],1.226686713858973,1.1540517150884095,-1.6610702845201266,0.8043059372390432
berlin51_1,48,51,10,1313488,13488,0,1300000,1147,14,5100,0.0022535324096679688,[1313488],2.03090453482098,-0.5091643932821972,1.424596935482158,2.1662286539369586
berlin51_1,49,51,10,1414553,14553,0,1400000,1144,15,5100,0.002557516098022461,[1414553],1.0679352594723763,-0.20784479323362315,0.17717455052418252,-0.3411966731128845
berlin52_2,0,51,10,11498,9378,440,1680,1302,8,1336,0.021297931671142578,[11498],0.6339714988917927,-0.24419834405241703,-0.4668842209817736,-0.40848005079197314
berlin52_2,1,51,10,11377,9199,430,1748,1294,8,1346,0.14504384994506836,[11377],0.5615028620554138,-0.36392397826522793,-0.8596940580945099,-1.3744101330086758
berlin52_2,2,51,10,10344,8452,430,1462,1299,8,1346,0.010675191879272461,[10344],1.211595049164725,-0.7700582610053945,-0.5599072870526385,1.7501318221766504
berlin52_2,3,51,10,9797,8076,439,1282,1310,7,1337,0.06661128997802734,[9797],0.8325716383424768,0.6668213769990246,-0.43885282856735974,0.5341489432782235
berlin52_2,4,51,10,10394,8452,436,1506,1303,8,1340,0.31269097328186035,[10394],0.977020276152571,-0.5469652856492866,-1.49060367397812,-0.1643399952786988
berlin52_2,5,51,10,11253,9346,435,1472,1274,8,1341,0.001689910888671875,[11253],1.0838272878014354,0.06782435021690947,-1.059515465782601,-0.3586313812003261
berlin52_2,6,51,10,10934,9072,424,1438,1289,8,1352,0.0015370845794677734,[10934],2.1572473932406453,1.2324485280442354,-2.2279848987236215,0.5326648747907603
berlin52_2,7,51,10,10485,8528,379,1578,1156,8,1397,0.0018680095672607422,[10485],0.9917244671657952,0.36139496996023535,0.49459114834045714,1.4235070036669495
berlin52_2,8,51,10,10871,9360,423,1088,1305,8,1353,0.009112119674682617,[10871],0.5072243218725698,-0.0626811550999598,-0.5894971108899542,1.6133022448890895
berlin52_2,9,51,10,10716,8987,427,1302,1312,8,1349,0.003920793533325195,[10716],2.080400844164191,0.946750324186783,-1.657105950338478,0.9708746312187304
berlin52_2,10,51,10,11256,9223,431,1602,1312,8,1345,0.7909796237945557,[11256],0.8464687129959927,1.7845116412100914,-0.6504369283180593,-1.514173712502684
berlin52_2,11,51,10,9755,8118,423,1214,1302,7,1353,0.0014684200286865234,[9755],1.1649550238241753,0.3683164257754974,-1.0171507828095891,-0.4284966643640771
berlin52_2,12,51,10,9583,7955,442,1186,1297,7,1334,0.0014886856079101562,[9583],0.9676660024509072,-0.3375092595302108,-0.7870265552452478,-0.2935338645113371
berlin52_2,13,51,10,11608,9665,443,1500,1314,8,1333,0.004530668258666992,[11608],3.1811357981479196,-0.23764176899022466,-1.723734211851599,1.3552243917137217
berlin52_2,14,51,10,10637,8818,425,1394,1303,8,1351,0.002304553985595703,[10637],0.8405821147013248,0.3458210727620764,-3.1988344736129903,1.0368232879666857
berlin52_2,15,51,10,9388,7845,429,1114,1289,7,1347,0.0014824867248535156,[9388],0.890545735830145,-2.6198006306567807,0.5438047526784726,0.9767937611577601
berlin52_2,16,51,10,10666,8655,441,1570,1314,8,1335,0.0033473968505859375,[10666],1.332786887160901,0.46239190898756466,-1.5714063438919303,0.6865624350509488
berlin52_2,17,51,10,9900,8084,436,1380,1318,8,1340,0.01878976821899414,[9900],0.589862991331464,-1.3873452700110929,-1.4566939071170268,1.0400865946585875
berlin52_2,18,51,10,10070,8394,428,1248,1315,8,1348,0.023720979690551758,[10070],0.4253942124031891,-0.6996146701102035,-2.614673385482093,0.23864992903625737
berlin52_2,19,51,10,11519,9605,386,1528,1307,8,1390,0.0072557926177978516,[11519],1.7123369491125378,-0.8058744106801029,-0.20712853009394322,1.5402572817030915
berlin52_2,20,51,10,10461,8647,432,1382,1309,8,1344,0.0025284290313720703,[10461],2.41438102273087,-0.6441791894901234,-0.08887975446759838,1.0148683184400218
berlin52_2,21,51,10,10865,9003,392,1470,1310,8,1384,0.3605928421020508,[10865],1.4770321137928053,1.2672131506238036,-3.1854028015873133,1.0199812599367122
