type,saw_policy,termination_criterion,random_k,population_size,show_output,alpha,beta,gamma,delta,iteration,instance,starting-time
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,0,rand_test_8,20230103:13:12:56,[561014285.2118742;561107560.3383117;561219062.9673742;560734355.2954992;560957336.3424993;561081887.2844992;560616201.7496243;560843628.2641867;561012737.1493742;561049405.5631868]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,0,rand_test_8,20230103:13:15:50,[561234339.7146242;560845023.5702493;560828452.1162492;560949412.4503742;561242685.3308742;560965701.4251866;561355284.8643743;561432310.2806243;560861304.1807493;561038363.7562493]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,1,rand_test_6,20230103:13:18:35,[1406728790.9217482;1406786799.3419983;1406822192.995498;1406830963.275248;1406478267.4069984;1406711430.016498;1407051684.826998;1406860275.6352482;1406699766.8999982;1406778833.3919983]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,1,rand_test_6,20230103:13:22:11,[1406789738.6284978;1406877953.146998;1406622833.0279984;1406742025.5439985;1407031946.7964978;1406883738.070748;1406472238.9834983;1406960065.511998;1406663767.0924978;1406918513.0692484]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,2,rand_test_18,20230103:13:25:09,[1387463854.7402525;1387643870.9555018;1387373456.0769396;1387401830.1848145;1387741177.7605643;1387503230.9446268;1387452793.778002;1387406518.0907516;1387501491.313939;1387398759.2165644]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,2,rand_test_18,20230103:13:28:13,[1387477211.5648146;1387400471.087252;1387256005.276877;1387068188.3114395;1387146718.0936267;1387019639.9058769;1387597297.644127;1387537990.5525022;1387434878.3253143;1387525162.0571892]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,3,rand_test_10,20230103:13:31:48,[1555399079.1434994;1555397471.7939997;1554941600.3554995;1555300450.5069995;1555101324.5169997;1555068982.7014997;1555113733.4619994;1555079298.1344998;1555270832.4650004;1555039793.6394994]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,3,rand_test_10,20230103:13:35:15,[1554996680.3399997;1554896470.038;1555126646.285;1555134116.7;1555303953.6824996;1555209541.742;1555314874.9924989;1555401303.7799997;1555093388.5524993;1555204626.2349997]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,4,rand_test_4,20230103:13:38:22,[736920105.2521244;736844199.4733745;737029650.9250621;737075711.090562;736800067.7659372;736840197.9115618;736804822.0876247;736664961.8763121;737105038.676187;736775387.6644995]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,4,rand_test_4,20230103:13:41:35,[736737969.7596871;736999581.9858122;736664130.1446869;736842466.0787494;737025739.3344373;736959576.5426245;736726016.2017497;736938711.523687;736947171.5691246;736961690.4808121]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,5,rand_test_4,20230103:13:44:55,[737090103.5535622;736933256.9614995;736773627.8659372;736878813.8178744;736878191.9199371;737059818.2737497;737108889.362937;736724985.9721245;736951915.2639369;736838933.6664996]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,5,rand_test_4,20230103:13:47:59,[736797053.6847497;736871552.1604996;736958651.1794996;736977460.684562;736841964.9617496;736954531.3252498;737087061.6803122;736788856.379187;736947627.4403121;736915334.9279372]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,6,rand_test_17,20230103:13:51:32,[1438462717.7539365;1438583997.1999984;1438692514.8890612;1438105925.568561;1438466865.9705617;1438723472.8965619;1438076791.398624;1438375131.8857489;1438067179.0364366;1438191499.184374]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,6,rand_test_17,20230103:13:54:40,[1438795629.6079361;1438469901.2470617;1438597075.8441863;1438176461.7878742;1438709125.5614364;1438071850.4880612;1438383350.8361864;1438212881.2044365;1437845082.131499;1438510485.866186]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,0.5,7,rand_test_7,20230103:13:58:05,[738830576.478999;738902727.1049991;738615902.008999;738774130.7179991;738801619.4439988;738859106.6569991;738692233.591999;738665791.110999;738751027.2989991;739141113.6219989]
initialization,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0,5,100,False,0.5,-1,-1,-0.5,7,rand_test_7,20230103:14:01:22,[738592811.2259989;738512903.4199989;738767665.341999;738669082.5179989;738824092.7919989;738967141.450999;739070256.997999;738733713.961999;738750926.8839989;739021052.3269991]
