Instance_Name,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace
test,3,2,1070,970,0,100,600,2,2000,0.812647819519043,[892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 892675.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892675.7333333334, 892855.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892515.7333333334, 893065.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334]
pr8_1,30,2,204810,4810,0,200000,1697,3,3000,2.3218839168548584,[2047099280.407, 1916827895.407, 2051517673.707, 1849528124.407, 1916539784.543, 1916660516.2910001, 1849110375.15, 1916665148.8040001, 1981609711.407, 1916802448.842, 2051471114.035, 1983117262.407, 2051409350.084, 2044481090.3960001, 2051338475.8470001, 2048741000.943, 2051727439.407, 1984228151.407, 1647191674.098, 1984072060.405, 1983897796.0470002, 2050518870.407, 1849176911.581, 2050517688.407, 2051323645.645, 1984020106.806, 2050227612.51, 1984065451.793, 2051448349.1660001, 2048729240.785, 1979697502.407, 2049007651.407, 2051627985.407, 1849404009.56, 2050235348.829, 1916748792.8730001, 2050517019.407, 1982868299.211, 2050267431.885, 1916928212.407, 1984073523.438, 1782128047.407, 1983933694.019, 1782128293.407, 1916536576.085, 1647228310.407, 1781925935.7, 1916828253.407, 1849350314.265, 2051255548.148, 1580028041.407, 2050302126.868, 2048771158.336, 1916828124.407, 1849146528.111, 1984328220.407, 1915399944.769, 2050518234.407, 2051455595.4520001, 2049009351.407, 2049005276.407, 1849319508.1100001, 2051323331.6230001, 2051412962.868, 1916698631.058, 1984227989.407, 2051189264.076, 1983932020.9420002, 1915719665.407, 2047098293.407, 1984110869.813, 2050252269.0310001, 1310428315.407, 1512528575.407, 1984227191.407, 2050520418.407, 1849314387.2710001, 1984227911.407, 2051433543.323, 1781952038.331, 1981381135.8530002, 2046781041.923, 2050142950.0930002, 1916604792.593, 1916651480.657, 1983118501.407, 2051255321.1260002, 1781888512.988, 1916535152.726, 1983902654.864, 2051627811.407, 1849297339.003, 1984117888.403, 1916672781.742, 2051627430.407, 1983938445.173, 2051415775.641, 1781870157.295, 1916751797.983, 2048794061.63]
berlin52_2,51,10,22945,21215,366,1364,4655,8,1410,3.8885395526885986,[253510350.62424242, 314366125.93939394, 314501647.3333333, 314322932.8787879, 314647666.73939395, 314527296.90909094, 313536276.1272727, 314639583.7151515, 314566039.7818182, 313431265.3030303, 314401069.43030304, 314361161.40606064, 314239753.2969697, 306697406.9818182, 314652312.6363636, 314521127.1515151, 314382403.2969697, 278811586.4787879, 314343399.58787876, 314260780.1575758, 314475886.6606061, 312686874.77575755, 314382454.1090909, 313759467.41818184, 314075511.40606064, 314596118.25454545, 314311795.630303, 314405228.06666666, 314604948.1151515, 314192980.7939394, 314052171.5212121, 314529820.26666665, 314327736.8181818, 314440231.07878786, 314081061.6969697, 314485081.26666665, 313953440.6424242, 314275871.1757576, 314589213.1939394, 313473863.57575756, 314238955.8242424, 314094270.23030305, 314399117.57575756, 314360412.92121214, 314295342.3272727, 314557513.8787879, 314587145.25454545, 314608173.3757576, 313931038.1393939, 314366123.73939395, 314208807.3393939, 314540989.9030303, 305272498.2848485, 313645561.1393939, 314122276.3393939, 314653189.3878788, 313968995.2909091, 314363478.0969697, 313894333.4969697, 314589136.8060606, 289021469.0181818, 314495583.76969695, 314225419.7939394, 313898313.5151515, 314008722.169697, 314640626.42424244, 314641435.27272725, 314397234.8969697, 314594182.1090909, 313916539.1454545, 314420373.6666667, 314491759.6060606, 313584227.6121212, 313957563.55757576, 313999781.8121212, 314411672.76969695, 314644875.23636365, 283952097.4909091, 313560366.06666666, 312941464.1272727, 314422613.72121215, 297378446.8848485, 312319917.44242424, 314503703.8545455, 313002194.3818182, 314174011.7939394, 314651996.3939394, 288523433.5030303, 314578068.8787879, 314052701.08484846, 314476807.6060606, 314266240.1636364, 285008140.4969697, 314349565.3939394, 314456069.23636365, 287350604.3575758, 314650239.2848485, 314478568.8484849, 314206421.1393939, 297201682.8666667]
berlin52_2,51,10,18838,17571,423,844,5491,5,1353,4.110967397689819,[313351035.46060604, 314414422.6181818, 314507662.07878786, 314245686.06666666, 288668908.77575755, 314412068.1878788, 314547505.53939396, 314646436.75151515, 314274770.5939394, 314061957.3151515, 314321696.2121212, 313831945.8424242, 314221920.1393939, 314155620.09090906, 314486586.94545454, 314233857.23636365, 314284249.8606061, 313551419.24242425, 314424612.169697, 313859855.3030303, 314215513.3333333, 314595275.0242424, 314471150.58787876, 312947766.91515154, 314594565.1030303, 314384809.5939394, 314347018.73939395, 314651116.07272726, 314328331.8363636, 314098774.9878788, 314252647.26666665, 313175879.030303, 314213545.91515154, 314420041.6242424, 307884350.24848485, 314438874.5090909, 314143643.09090906, 314452077.369697, 310633080.2969697, 313982863.3939394, 314487984.06060606, 314114460.08484846, 313464413.55151516, 314639466.830303, 314537061.9030303, 314562335.0969697, 305068702.76363635, 314284407.42424244, 312864327.9757576, 313813304.7818182, 285013209.630303, 314341183.0121212, 314358455.4909091, 314400387.2909091, 314620763.3333333, 314019021.1515151, 314597665.93939394, 314364582.3333333, 314464063.830303, 307369740.55151516, 314436136.06060606, 314385993.2969697, 314284583.7878788, 314174413.8787879, 314532329.91515154, 313866500.06666666, 293913076.3212121, 313714257.58787876, 314228563.3454546, 314565270.23636365, 314144913.4848485, 314482852.9757576, 314652070.3575758, 314651762.1515151, 313882936.04848486, 314364685.24242425, 314194898.6848485, 314390887.1151515, 311805129.72727275, 314311769.8484849, 314446757.1333333, 314426066.58787876, 314347195.54545456, 313817271.44242424, 314367707.3090909, 314057009.92727274, 314469864.7090909, 310059410.7030303, 314599703.06666666, 314470936.76969695, 314115850.3272727, 314367770.54545456, 314412372.1393939, 314484000.8484849, 314650694.6, 313814883.76969695, 314430381.0, 314270027.3454546, 314654778.25454545, 314543502.6484848]
berlin52_2,51,10,25951,23809,424,1718,7026,9,1352,2.13321590423584,[314587163.6484848, 314128410.5090909, 314116763.3757576, 314293382.76969695, 314480611.6606061, 191433957.35757577, 126326235.72727272, 173709136.36363637, 158920191.75151515, 198665532.13333333, 265389009.8121212, 150374000.33939394, 218725359.92727274, 114668085.43636364, 134037812.43636364, 145474158.78787878, 266772397.76363635, 244810515.43636364, 298309435.8787879, 313378677.73333335, 314509295.7939394, 314248486.3151515, 313912914.41212124, 244175206.9818182, 313642661.1757576, 241829753.10303032, 179068756.04848486, 272775998.5333333, 286418669.6363636, 287818684.8060606, 268993332.04848486, 302366849.76969695, 222540287.64242423, 191211049.4121212, 240306408.3090909, 246745068.52727273, 118162086.55757576, 314001136.77575755, 208464837.35151517, 314406257.030303, 313955843.42424244, 310637533.26060605, 235307386.27878788, 172771385.16363636, 133803377.77575758, 238337134.55757576, 271669834.44848484, 187476351.52727273, 239354560.07878786, 214771727.24848485, 234612646.85454547, 213608421.9090909, 166943296.0848485, 285017337.21818185, 231815456.86060607, 314511376.26060605, 138468529.56969696, 104631735.02424243, 262061247.92727274, 259817832.53939393, 271948890.9939394, 313639011.44242424, 187236941.4060606, 250473841.52121213, 304238319.6969697, 259710158.22424242, 263928022.5939394, 205893021.5030303, 167167032.33333334, 234140361.83636364, 302703408.94545454, 235764036.66060606, 263105691.61212122, 216400266.8060606, 226775632.16363636, 175338894.6060606, 149205824.29090908, 314477334.6848485, 31835570.812121212, 4998305.8121212125, 77563631.34545454, 185609805.9030303, 194469965.3090909, 314106225.969697, 229712888.2, 233899004.0969697, 85265080.36969697, 132166743.98181817, 297620216.0242424, 120721073.30303031, 198205472.05454546, 87355013.76969698, 218696445.95757574, 314111010.5090909, 313861529.1212121, 242319497.5939394, 314263091.2969697, 221311790.76969695, 230163668.92121214, 281771808.1575757]
test,3,2,1070,970,0,100,600,2,2000,0.5630605220794678,[892515.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 891976.4, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 891976.4, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334, 893065.7333333334, 891976.4, 893065.7333333334, 892675.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892675.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 891976.4, 893065.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892515.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892515.7333333334, 893065.7333333334, 892855.7333333334, 892515.7333333334, 893065.7333333334, 892675.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892675.7333333334, 892515.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892675.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334]
pr8_1,30,2,104440,4440,0,100000,4253,2,3000,1.6013801097869873,[1983117124.407, 1984072951.742, 2051401076.1460001, 1981607321.407, 1445052267.309, 1849349975.243, 1647128063.4510002, 1916713730.2710001, 1714482157.4420002, 1916600829.798, 1377728615.407, 1242873957.4380002, 1242835246.704, 1242775544.5040002, 1981253980.951, 1781819141.121, 1512427687.407, 1108228406.407, 1848319221.407, 1512453178.005, 1175510237.421, 1310228219.407, 1579717155.033, 1175628796.407, 905928354.4070001, 1647082509.453, 1782128253.407, 1647220373.8170002, 1782128166.407, 1175428299.407, 1647013364.8790002, 1377828173.407, 1175729084.407, 1377728566.407, 1647191368.402, 1445228204.407, 1175627905.407, 1444907129.9850001, 1781838576.184, 1512399917.08, 1714411460.509, 1782128389.407, 1916695793.263, 1714583352.801, 1310428166.407, 1916648508.536, 2051214726.0, 1984128162.092, 1916738933.499, 1714570883.654, 1849198178.3400002, 1511318744.407, 1579569383.947, 1916543888.3600001, 1714378602.9510002, 1984327770.407, 1982827439.7810001, 1916597043.296, 1984011896.1720002, 1310228106.407, 1512421662.198, 1713516743.407, 1647428338.407, 1714577062.2220001, 1579716142.652, 1512628468.407, 1849428081.407, 1714627920.407, 1309119791.407, 1377661895.661, 1916763942.086, 1108228929.407, 1445128463.407, 1781862491.716, 906028747.4070001, 1579927604.407, 1579687728.64, 1512368054.566, 1579594753.8930001, 1377628468.407, 1915719347.407, 1849628105.407, 1848320709.407, 1782028447.407, 1714405739.626, 2047098594.407, 1105410451.407, 1444886505.2480001, 1647328339.407, 2051259724.6390002, 1915718474.407, 1445039701.521, 1647227538.733, 1647328650.407, 1916657820.214, 1445006041.626, 1512528126.407, 1984227398.407, 2050516707.407, 1983999285.0470002]
eil51_1,50,1,826,641,185,0,641,1,592,2.1442527770996094,[3380736425.3733335, 3380837257.2933335, 3380729130.4133334, 2962384052.76, 3380776525.7733335, 2658574625.0933337, 3036909951.1333337, 2738850472.48, 3317774010.146667, 3380683894.7333336, 3380707839.3733335, 2979568586.92, 3363641830.6533337, 2303137688.2666674, 3380734745.6133337, 3380718807.8533335, 3380659156.1733336, 2738864795.48, 3380749648.533334, 3380747442.8533335, 3380754203.8933334, 3380756026.6533337, 2068060095.1200004, 3380714701.4133334, 3277716295.2533336, 3380694751.2133336, 3380899125.6533337, 1380188882.1200004, 2767458133.386667, 3380811490.8933334, 3380772062.4133334, 3380784092.7333336, 3380810986.9733334, 3375125114.0, 3380819003.8533335, 3065583497.84, 3380769650.7333336, 2767521154.586667, 1518026334.9200003, 3380807545.4533334, 1867501675.3333335, 2417821562.533334, 2589731071.1733336, 2927923890.1600003, 3380776023.8533335, 3128557362.4666667, 3380746828.9333334, 3380705049.7733335, 3380639786.8933334, 3380794410.2933335, 3380734184.6933336, 2561064399.506667, 3380852746.1333337, 3380741589.6533337, 3380536661.2933335, 3380579028.3733335, 3380685540.4933333, 3380814396.4933333, 2182702719.1466665, 3380808619.2933335, 2618373680.2000003, 3380808625.2933335, 3380698615.6533337, 1592264387.5333335, 2606967741.0533333, 2945141080.76, 3380845851.0933337, 3380876790.7733335, 3226108838.2933335, 3317811822.866667, 3380993093.533334, 3317773437.226667, 3380753660.9733334, 3214607794.4266667, 2824828143.6000004, 3380749026.6133337, 3380782298.9733334, 3380883090.8933334, 2652836707.4, 3380789142.013334, 3380895127.2133336, 2801889649.9866667, 3254726811.76, 3380735361.533334, 2733076460.826667, 2870619765.746667, 2572488099.1733336, 2033707068.5600004, 3380695308.1333337, 3139971322.493334, 3380698776.6533337, 3237584673.6800003, 3380820132.6933336, 3380886008.4933333, 3380739347.9733334, 3380782824.8933334, 3214634721.666667, 2882121382.533334, 3380754214.8933334, 3380835619.533334]
eil51_1,50,1,900,708,192,0,708,1,585,2.436068058013916,[3380790336.8533335, 3380784102.7333336, 3380875158.013334, 3380899740.5733337, 3380861993.8533335, 3214611804.866667, 3025401459.306667, 3380783998.7333336, 2068164939.4800003, 3380767506.0533338, 1987905706.7733335, 3380864274.533334, 3380715297.3333335, 2675697856.8133335, 3380652374.1333337, 3323466094.2400002, 3380733656.7733335, 3380676443.7733335, 3271902179.2000003, 3380769133.8133335, 3237498735.6800003, 3380817259.0933337, 3042520107.666667, 3380877387.6933336, 3380794916.2133336, 2240022312.4000006, 3380785795.4933333, 3380840130.8933334, 3111342463.546667, 2968091032.7733335, 2767481623.106667, 2824785174.6000004, 3380807551.4533334, 2440710212.106667, 3065521049.5600004, 3380718705.8533335, 2841925021.0000005, 2297376280.8533335, 3294875620.9333334, 3042589430.9866667, 3380815600.3333335, 2904993417.4266667, 3380782892.8933334, 3380814915.4133334, 3380703306.013334, 3128572831.306667, 3380768522.8933334, 3380825831.8933334, 2945189206.0400004, 2257222888.3200006, 3380718129.9333334, 3031141095.76, 2950832019.0133333, 3380843568.4133334, 3380782902.8933334, 3380905431.7733335, 3323478698.48, 2371934262.746667, 2893609249.2400002, 3380832691.9333334, 3380795486.1333337, 3380795455.1333337, 3380841853.6533337, 3380866486.2133336, 3380876789.7733335, 3380954700.8933334, 3380912894.7333336, 3380835535.533334, 3380733149.8533335, 2704412080.84, 3380757631.4133334, 3380803468.013334, 3380860766.013334, 3197309822.106667, 3111408349.346667, 3380808633.2933335, 3151566898.1600003, 2715883332.866667, 3157267003.1333337, 3380828663.4933333, 3380750222.4533334, 2985250358.4533334, 2647086758.386667, 3094129856.306667, 3134386947.36, 1821663646.6666667, 3380857919.4133334, 3380726729.7333336, 2692909318.2133336, 2618398888.6800003, 3289114213.5200005, 3380798898.6533337, 3380799528.5733337, 3380781109.1333337, 3094244440.306667, 2698748069.826667, 3380873932.1733336, 2761827924.6533337, 2985302494.1733336, 3380691750.6133337]
test,3,2,1070,970,0,100,600,2,2000,0.5935921669006348,[892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 891811.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 892675.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892515.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 891976.4, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 891976.4, 893065.7333333334, 893065.7333333334, 893065.7333333334, 892855.7333333334, 893065.7333333334, 893065.7333333334, 893065.7333333334, 891976.4]
