Instance_Name,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace,Neighborhood,Step_Function
rc101_3,100,6,1507,593,692,222,208,3,2210,0.16932249069213867,[1547, 1539, 1530, 1526, 1523, 1521, 1519, 1509, 1508, 1507, 1507],insert_customer,Step_Function_Type.BEST
pr8_2,144,6,307550,7550,0,300000,1993,4,14400,0.9201529026031494,[307818, 307772, 307737, 307704, 307679, 307618, 307601, 307590, 307582, 307575, 307569, 307565, 307562, 307559, 307556, 307554, 307553, 307552, 307551, 307550, 307550],insert_customer,Step_Function_Type.BEST
gil250_1,249,1,101787,1787,0,100000,1221,2,9104,3.0872244834899902,[101950, 101938, 101927, 101915, 101905, 101896, 101888, 101881, 101874, 101867, 101862, 101857, 101852, 101848, 101840, 101836, 101832, 101825, 101821, 101818, 101815, 101812, 101809, 101806, 101803, 101801, 101799, 101797, 101793, 101791, 101790, 101789, 101788, 101787, 101787],insert_customer,Step_Function_Type.BEST
gil262_1,249,13,5762,1801,2955,1006,313,6,9151,0.6360821723937988,[5814, 5794, 5785, 5780, 5775, 5772, 5770, 5768, 5766, 5765, 5764, 5763, 5762, 5762],insert_customer,Step_Function_Type.BEST
a280_1,279,10,703671,3671,0,700000,496,8,27900,3.2696993350982666,[703965, 703891, 703856, 703843, 703823, 703812, 703802, 703795, 703788, 703781, 703771, 703765, 703759, 703754, 703749, 703744, 703735, 703731, 703727, 703724, 703721, 703718, 703715, 703712, 703710, 703708, 703706, 703704, 703698, 703696, 703695, 703692, 703691, 703690, 703689, 703688, 703675, 703671, 703671],insert_customer,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,9.298324584960938e-06,[1070, 1070],swap_served_unserved_customer,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,8.821487426757812e-06,[235, 235],swap_served_unserved_customer,Step_Function_Type.BEST
pr8_1,30,2,102304,2304,0,100000,1925,2,3000,1.2874603271484375e-05,[102304, 102304],swap_served_unserved_customer,Step_Function_Type.BEST
eil51_1,50,1,506,335,171,0,335,1,606,0.010063648223876953,[515, 514, 506, 506],swap_served_unserved_customer,Step_Function_Type.BEST
berlin51_1,51,10,910253,10253,0,900000,1146,10,5100,1.7881393432617188e-05,[910253, 910253],swap_served_unserved_customer,Step_Function_Type.BEST
berlin52_2,51,10,8567,7145,360,1062,1318,6,1416,0.0030975341796875,[8567, 8567],swap_served_unserved_customer,Step_Function_Type.BEST
berlin52_3,51,10,6704,5181,879,644,1148,5,897,0.004151582717895508,[6704, 6704],swap_served_unserved_customer,Step_Function_Type.BEST
rc101_2,100,6,701843,1843,0,700000,235,8,10000,2.8371810913085938e-05,[701843, 701843],swap_served_unserved_customer,Step_Function_Type.BEST
rc101_3,100,6,1395,657,516,222,227,3,2386,0.12790846824645996,[1547, 1541, 1520, 1500, 1462, 1427, 1402, 1398, 1395, 1395],swap_served_unserved_customer,Step_Function_Type.BEST
pr8_2,144,6,307818,7818,0,300000,1999,4,14400,3.910064697265625e-05,[307818, 307818],swap_served_unserved_customer,Step_Function_Type.BEST
gil250_1,249,1,101861,1861,0,100000,1259,2,9080,1.0743389129638672,[101950, 101912, 101899, 101888, 101886, 101877, 101869, 101868, 101861, 101861],swap_served_unserved_customer,Step_Function_Type.BEST
gil262_1,249,13,5671,1886,2779,1006,319,6,9327,0.3623220920562744,[5814, 5745, 5683, 5671, 5671],swap_served_unserved_customer,Step_Function_Type.BEST
a280_1,279,10,703965,3965,0,700000,515,8,27900,6.699562072753906e-05,[703965, 703965],swap_served_unserved_customer,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,2.5510787963867188e-05,[1070, 1070],interchange_customers,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,0.0005784034729003906,[235, 235],interchange_customers,Step_Function_Type.BEST
pr8_1,30,2,102273,2273,0,100000,1894,2,3000,0.015003204345703125,[102304, 102290, 102281, 102273, 102273],interchange_customers,Step_Function_Type.BEST
eil51_1,50,1,494,315,179,0,315,1,598,0.04385566711425781,[515, 509, 506, 501, 500, 494, 494],interchange_customers,Step_Function_Type.BEST
berlin51_1,51,10,909748,9748,0,900000,1146,10,5100,0.01916193962097168,[910253, 910008, 909928, 909866, 909812, 909775, 909755, 909750, 909748, 909748],interchange_customers,Step_Function_Type.BEST
berlin52_2,51,10,8196,6774,360,1062,1313,6,1416,0.01602625846862793,[8567, 8321, 8260, 8221, 8201, 8196, 8196],interchange_customers,Step_Function_Type.BEST
berlin52_3,51,10,6464,4941,879,644,1148,5,897,0.011515617370605469,[6704, 6624, 6563, 6508, 6469, 6464, 6464],interchange_customers,Step_Function_Type.BEST
rc101_2,100,6,701837,1837,0,700000,235,8,10000,0.03088855743408203,[701843, 701840, 701839, 701838, 701837, 701837],interchange_customers,Step_Function_Type.BEST
rc101_3,100,6,1540,626,692,222,227,3,2210,0.049283742904663086,[1547, 1543, 1542, 1541, 1540, 1540],interchange_customers,Step_Function_Type.BEST
pr8_2,144,6,307748,7748,0,300000,1996,4,14400,0.373507022857666,[307818, 307809, 307802, 307798, 307794, 307790, 307775, 307767, 307756, 307753, 307751, 307749, 307748, 307748],interchange_customers,Step_Function_Type.BEST
gil250_1,249,1,101802,1802,0,100000,1224,2,9104,1.4907400608062744,[101950, 101930, 101916, 101903, 101890, 101881, 101874, 101867, 101860, 101853, 101849, 101845, 101841, 101837, 101830, 101827, 101824, 101821, 101818, 101816, 101814, 101809, 101807, 101806, 101805, 101804, 101803, 101802, 101802],interchange_customers,Step_Function_Type.BEST
gil262_1,249,13,5763,1802,2955,1006,313,6,9151,0.402101993560791,[5814, 5800, 5791, 5786, 5781, 5777, 5773, 5770, 5768, 5767, 5766, 5765, 5764, 5763, 5763],interchange_customers,Step_Function_Type.BEST
a280_1,279,10,703818,3818,0,700000,510,8,27900,0.7019767761230469,[703965, 703904, 703882, 703869, 703861, 703852, 703844, 703839, 703836, 703833, 703830, 703828, 703827, 703818, 703818],interchange_customers,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,1.71661376953125e-05,[1070, 1070],trip_2_opt,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,0.0003228187561035156,[235, 235],trip_2_opt,Step_Function_Type.BEST
pr8_1,30,2,102153,2153,0,100000,1774,2,3000,0.0238494873046875,[102304, 102275, 102244, 102221, 102205, 102191, 102177, 102163, 102155, 102153, 102153],trip_2_opt,Step_Function_Type.BEST
eil51_1,50,1,494,315,179,0,315,1,598,0.018159151077270508,[515, 501, 495, 494, 494],trip_2_opt,Step_Function_Type.BEST
berlin51_1,51,10,909748,9748,0,900000,1146,10,5100,0.011923074722290039,[910253, 910008, 909928, 909866, 909812, 909775, 909755, 909750, 909748, 909748],trip_2_opt,Step_Function_Type.BEST
berlin52_2,51,10,8196,6774,360,1062,1313,6,1416,0.009769916534423828,[8567, 8321, 8260, 8221, 8201, 8196, 8196],trip_2_opt,Step_Function_Type.BEST
berlin52_3,51,10,6464,4941,879,644,1148,5,897,0.007998466491699219,[6704, 6624, 6563, 6508, 6469, 6464, 6464],trip_2_opt,Step_Function_Type.BEST
rc101_2,100,6,701822,1822,0,700000,234,8,10000,0.03012371063232422,[701843, 701832, 701829, 701827, 701825, 701824, 701823, 701822, 701822],trip_2_opt,Step_Function_Type.BEST
rc101_3,100,6,1504,590,692,222,208,3,2210,0.07789754867553711,[1547, 1538, 1530, 1523, 1519, 1517, 1510, 1508, 1507, 1506, 1505, 1504, 1504],trip_2_opt,Step_Function_Type.BEST
pr8_2,144,6,307254,7254,0,300000,1996,4,14400,0.46019840240478516,[307818, 307692, 307631, 307587, 307557, 307524, 307500, 307476, 307456, 307450, 307421, 307400, 307359, 307343, 307319, 307307, 307283, 307278, 307274, 307270, 307267, 307264, 307261, 307258, 307256, 307255, 307254, 307254],trip_2_opt,Step_Function_Type.BEST
gil250_1,249,1,101771,1771,0,100000,1215,2,9104,0.8809561729431152,[101950, 101930, 101913, 101899, 101885, 101872, 101860, 101849, 101839, 101831, 101823, 101816, 101809, 101804, 101800, 101796, 101793, 101790, 101787, 101785, 101783, 101781, 101779, 101774, 101773, 101772, 101771, 101771],trip_2_opt,Step_Function_Type.BEST
gil262_1,249,13,5760,1799,2955,1006,313,6,9151,0.2487010955810547,[5814, 5804, 5794, 5785, 5780, 5776, 5772, 5769, 5766, 5764, 5763, 5762, 5761, 5760, 5760],trip_2_opt,Step_Function_Type.BEST
a280_1,279,10,703627,3627,0,700000,494,8,27900,0.9538171291351318,[703965, 703904, 703871, 703850, 703832, 703814, 703796, 703781, 703767, 703754, 703744, 703734, 703725, 703716, 703707, 703699, 703692, 703685, 703676, 703670, 703664, 703658, 703653, 703648, 703643, 703638, 703634, 703631, 703629, 703627, 703627],trip_2_opt,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,1.430511474609375e-05,[1070, 1070],remove_hotel,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,5.245208740234375e-06,[235, 235],remove_hotel,Step_Function_Type.BEST
pr8_1,30,2,102304,2304,0,100000,1925,2,3000,1.3113021850585938e-05,[102304, 102304],remove_hotel,Step_Function_Type.BEST
eil51_1,50,1,515,336,179,0,336,1,598,5.7220458984375e-06,[515, 515],remove_hotel,Step_Function_Type.BEST
berlin51_1,51,10,910253,10253,0,900000,1146,10,5100,6.604194641113281e-05,[910253, 910253],remove_hotel,Step_Function_Type.BEST
berlin52_2,51,10,8567,7145,360,1062,1318,6,1416,3.814697265625e-05,[8567, 8567],remove_hotel,Step_Function_Type.BEST
berlin52_3,51,10,6704,5181,879,644,1148,5,897,3.218650817871094e-05,[6704, 6704],remove_hotel,Step_Function_Type.BEST
rc101_2,100,6,701843,1843,0,700000,235,8,10000,5.054473876953125e-05,[701843, 701843],remove_hotel,Step_Function_Type.BEST
rc101_3,100,6,1547,633,692,222,227,3,2210,1.9311904907226562e-05,[1547, 1547],remove_hotel,Step_Function_Type.BEST
pr8_2,144,6,307818,7818,0,300000,1999,4,14400,2.6226043701171875e-05,[307818, 307818],remove_hotel,Step_Function_Type.BEST
gil250_1,249,1,101950,1950,0,100000,1294,2,9104,1.5497207641601562e-05,[101950, 101950],remove_hotel,Step_Function_Type.BEST
gil262_1,249,13,5814,1853,2955,1006,319,6,9151,4.744529724121094e-05,[5814, 5814],remove_hotel,Step_Function_Type.BEST
a280_1,279,10,703965,3965,0,700000,515,8,27900,5.7220458984375e-05,[703965, 703965],remove_hotel,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,0.00011873245239257812,[1070, 1070],add_hotel,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,0.0002808570861816406,[235, 235],add_hotel,Step_Function_Type.BEST
pr8_1,30,2,102304,2304,0,100000,1925,2,3000,0.0010595321655273438,[102304, 102304],add_hotel,Step_Function_Type.BEST
eil51_1,50,1,515,336,179,0,336,1,598,0.0007662773132324219,[515, 515],add_hotel,Step_Function_Type.BEST
berlin51_1,51,10,910253,10253,0,900000,1146,10,5100,0.007829904556274414,[910253, 910253],add_hotel,Step_Function_Type.BEST
berlin52_2,51,10,8567,7145,360,1062,1318,6,1416,0.006499290466308594,[8567, 8567],add_hotel,Step_Function_Type.BEST
berlin52_3,51,10,6704,5181,879,644,1148,5,897,0.005425691604614258,[6704, 6704],add_hotel,Step_Function_Type.BEST
rc101_2,100,6,701843,1843,0,700000,235,8,10000,0.00888967514038086,[701843, 701843],add_hotel,Step_Function_Type.BEST
rc101_3,100,6,1547,633,692,222,227,3,2210,0.007231712341308594,[1547, 1547],add_hotel,Step_Function_Type.BEST
pr8_2,144,6,307818,7818,0,300000,1999,4,14400,0.014118194580078125,[307818, 307818],add_hotel,Step_Function_Type.BEST
gil250_1,249,1,101950,1950,0,100000,1294,2,9104,0.003054380416870117,[101950, 101950],add_hotel,Step_Function_Type.BEST
gil262_1,249,13,5814,1853,2955,1006,319,6,9151,0.03524971008300781,[5814, 5814],add_hotel,Step_Function_Type.BEST
a280_1,279,10,703965,3965,0,700000,515,8,27900,0.04372429847717285,[703965, 703965],add_hotel,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,3.314018249511719e-05,[1070, 1070],exchange_hotel,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,5.7220458984375e-06,[235, 235],exchange_hotel,Step_Function_Type.BEST
pr8_1,30,2,102304,2304,0,100000,1925,2,3000,3.24249267578125e-05,[102304, 102304],exchange_hotel,Step_Function_Type.BEST
eil51_1,50,1,515,336,179,0,336,1,598,6.4373016357421875e-06,[515, 515],exchange_hotel,Step_Function_Type.BEST
berlin51_1,51,10,910253,10253,0,900000,1146,10,5100,0.0008540153503417969,[910253, 910253],exchange_hotel,Step_Function_Type.BEST
berlin52_2,51,10,8379,6959,360,1060,1318,6,1416,0.0006592273712158203,[8567, 8379, 8379],exchange_hotel,Step_Function_Type.BEST
berlin52_3,51,10,6704,5181,879,644,1148,5,897,0.00022125244140625,[6704, 6704],exchange_hotel,Step_Function_Type.BEST
rc101_2,100,6,701843,1843,0,700000,235,8,10000,0.0005857944488525391,[701843, 701843],exchange_hotel,Step_Function_Type.BEST
rc101_3,100,6,1547,633,692,222,227,3,2210,8.416175842285156e-05,[1547, 1547],exchange_hotel,Step_Function_Type.BEST
pr8_2,144,6,307818,7818,0,300000,1999,4,14400,0.00013113021850585938,[307818, 307818],exchange_hotel,Step_Function_Type.BEST
gil250_1,249,1,101950,1950,0,100000,1294,2,9104,3.9577484130859375e-05,[101950, 101950],exchange_hotel,Step_Function_Type.BEST
gil262_1,249,13,5814,1853,2955,1006,319,6,9151,0.0003020763397216797,[5814, 5814],exchange_hotel,Step_Function_Type.BEST
a280_1,279,10,703939,3939,0,700000,515,8,27900,0.0011551380157470703,[703965, 703939, 703939],exchange_hotel,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,6.580352783203125e-05,[1070, 1070],move_hotel,Step_Function_Type.BEST
rc101_1,10,2,235,235,0,0,235,1,1000,7.3909759521484375e-06,[235, 235],move_hotel,Step_Function_Type.BEST
pr8_1,30,2,102304,2304,0,100000,1925,2,3000,0.0006132125854492188,[102304, 102304],move_hotel,Step_Function_Type.BEST
eil51_1,50,1,515,336,179,0,336,1,598,5.9604644775390625e-06,[515, 515],move_hotel,Step_Function_Type.BEST
berlin51_1,51,10,909351,9351,0,900000,1146,10,5100,0.006209373474121094,[910253, 909714, 909599, 909517, 909351, 909351],move_hotel,Step_Function_Type.BEST
berlin52_2,51,10,8567,7145,360,1062,1318,6,1416,0.001058816909790039,[8567, 8567],move_hotel,Step_Function_Type.BEST
berlin52_3,51,10,6455,4932,879,644,1148,5,897,0.002528667449951172,[6704, 6622, 6455, 6455],move_hotel,Step_Function_Type.BEST
rc101_2,100,6,701843,1843,0,700000,235,8,10000,0.0027260780334472656,[701843, 701843],move_hotel,Step_Function_Type.BEST
rc101_3,100,6,1534,620,692,222,240,3,2210,0.0035293102264404297,[1547, 1534, 1534],move_hotel,Step_Function_Type.BEST
pr8_2,144,6,307818,7818,0,300000,1999,4,14400,0.004019021987915039,[307818, 307818],move_hotel,Step_Function_Type.BEST
gil250_1,249,1,101946,1946,0,100000,1305,2,9104,0.006835222244262695,[101950, 101946, 101946],move_hotel,Step_Function_Type.BEST
gil262_1,249,13,5814,1853,2955,1006,319,6,9151,0.0053675174713134766,[5814, 5814],move_hotel,Step_Function_Type.BEST
a280_1,279,10,703835,3835,0,700000,515,8,27900,0.03975486755371094,[703965, 703900, 703854, 703835, 703835],move_hotel,Step_Function_Type.BEST
test,3,2,1070,970,0,100,600,2,2000,0.01214742660522461,[1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070],remove_customer,Step_Function_Type.RANDOM
