type,saw_policy,population_size,random_k,alpha,beta,rho,p,local_information,min_max_ant_system,termination_criterion,iteration,instance,starting-time,fitness
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,2,rand_test_4,20230103:15:58:50,[819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625;819088148.85625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,3,rand_test_13,20230103:16:05:24,[610339606.75;610339606.75;610339606.75;610339606.75;610339606.75;610339606.75;610339606.75;610339606.75;610339606.75;610339606.75]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,3,rand_test_13,20230103:16:12:13,[610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625;610339822.0625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,3,rand_test_13,20230103:16:25:10,[610339294.125;610339294.125;610339294.125;610339294.125;610339294.125;610339294.125;610339294.125;610339294.125;610339294.125;610339294.125]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,3,rand_test_13,20230103:16:36:49,[610340153.875;610340153.875;610340153.875;610340153.875;610340153.875;610340153.875;610340153.875;610340153.875;610340153.875;610340153.875]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,4,rand_test_10,20230103:16:44:01,[1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001;1636935650.8500001]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,4,rand_test_10,20230103:16:50:53,[1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25;1636935836.25]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,4,rand_test_10,20230103:17:02:39,[1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001;1636934968.3500001]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,4,rand_test_10,20230103:17:15:27,[1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7;1636935356.7]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,5,rand_test_14,20230103:17:22:54,[1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475;1545402646.475]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,5,rand_test_14,20230103:17:30:07,[1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125;1545400889.98125]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,5,rand_test_14,20230103:17:43:41,[1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875;1545402140.81875]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,5,rand_test_14,20230103:17:57:45,[1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675;1545401937.675]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,6,rand_test_5,20230103:18:05:00,[1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,6,rand_test_5,20230103:18:12:52,[1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,6,rand_test_5,20230103:18:27:02,[1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,6,rand_test_5,20230103:18:42:07,[1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,7,rand_test_5,20230103:18:50:08,[1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825;1591501723.825]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,7,rand_test_5,20230103:18:57:52,[1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125;1591501803.1125]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,7,rand_test_5,20230103:19:12:31,[1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8;1591500213.8]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,7,rand_test_5,20230103:19:26:48,[1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2;1591499805.2]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,8,rand_test_17,20230103:19:34:18,[1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,8,rand_test_17,20230103:19:41:19,[1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,8,rand_test_17,20230103:19:55:42,[1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,8,rand_test_17,20230103:20:08:53,[1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,9,rand_test_17,20230103:20:16:53,[1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625;1523451307.7625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,9,rand_test_17,20230103:20:24:36,[1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875;1523452017.01875]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,9,rand_test_17,20230103:20:39:57,[1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501;1523450554.3812501]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,9,rand_test_17,20230103:20:53:00,[1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501;1523450871.2562501]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,10,rand_test_11,20230103:21:00:57,[1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625;1735069997.1625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,10,rand_test_11,20230103:21:08:49,[1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975;1735069535.975]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,10,rand_test_11,20230103:21:23:30,[1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375;1735067339.19375]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,10,rand_test_11,20230103:21:37:39,[1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998;1735066095.5124998]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,11,rand_test_20,20230103:21:44:40,[769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999;769139347.1999999]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,11,rand_test_20,20230103:21:52:10,[769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625;769139753.50625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,11,rand_test_20,20230103:22:08:23,[769138772.725;769138772.725;769138772.725;769138772.725;769138772.725;769138772.725;769138772.725;769138772.725;769138772.725;769138772.725]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,11,rand_test_20,20230103:22:22:44,[769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999;769139813.5124999]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,12,rand_test_15,20230103:22:29:35,[1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125;1513117775.38125]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,12,rand_test_15,20230103:22:36:36,[1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925;1513116739.925]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,12,rand_test_15,20230103:22:50:52,[1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875;1513113835.26875]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,12,rand_test_15,20230103:23:03:55,[1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625;1513113895.75625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,13,rand_test_1,20230103:23:10:31,[605315830.625;605315830.625;605315830.625;605315830.625;605315830.625;605315830.625;605315830.625;605315830.625;605315830.625;605315830.625]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,13,rand_test_1,20230103:23:18:50,[605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375;605314870.09375]
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,13,rand_test_1,20230103:23:32:02,[605314515.5;605314515.5;605314515.5;605314515.5;605314515.5;605314515.5;605314515.5;605314515.5;605314515.5;605314515.5]
