Instance_Name,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace

eil51_1,50,1,411,334,77,0,334,1,700,17.09105920791626,[4539716582.662857; 5166323759.211429; 5166323759.211429; 5166344368.022857; 5166757237.662857; 5166857389.662857; 5166857396.662857; 5166857396.662857; 5166857396.662857; 5166857396.662857; 5166857396.662857; 5166857396.662857; 5166857396.662857; 5166857398.662857; 5166857398.662857; 5166857398.662857; 5166857398.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857407.662857; 5166857416.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957422.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857; 5166957429.662857]

